age,poem_date,sex,text,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
, 6. júl 2001,,"Stupid. Is that the word? Is this the right word for love. Love is stupid. Love is so much. Why do we fall in love, when we only get hurt. It's not a usual pain. It's like your mind, your soal and heart are being stabbed. Stabbed with thousund knives Cutting your mind You go insane. You don't think right. You're in love. 12 dosens of roses a shiny golden ring. Maybe couple of children, is this all a fake? Stupid? That's the word for love, that feeling you don't know, but everybody want. What can we do, without falling in love? Nothing, nothing at all. Just sit down and think. Is it worth it. Stupid that's the word that's love. spotta/01",171,171,0.0,0.5152,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['girl', 'wonderful', 'beautiful', 'nice', 'good', 'friend', 'think', 'moment', 'day', 'want', 'see', 'hold', 'kiss', 'love', 'think', 'pain', 'feel', 'can', 'see', 'can', 'hold', 'can', 'tell', 'love', 'close', 'need']"
,17. mar 2001,,"I chose you I chose you because of you. You're beutilful, You're funny. You are only being you. You're not trying to be someone else. And only because of that, I love you, I love you because of you. I amthe answear You are the questions That's why we are one and we'll always be together. Because you are you and I am I and I love you. spotta/01",172,172,1.0,0.5015,"feel, make, life, day, die, live, give, thing, find, cry","['sometimes', 'talkingso', 'try', 'speakingand', 'one', 'make', 'upbefore', 'grow', 'upto', 'learn', 'dabble', 'coffeei', 'play', 'materstuck', 'watch', 'tvmy', 'friend', 'come', 'reasonthey', 'would', 'never', 'tellthought', 'hear', 'talkingguess', 'speak', 'private', 'wordssilent', 'go', 'push', 'somethingcan', 'hear', 'talk', 'misunderstood']"
,17. mar 2001,,"I'm trying to understand you. why do you want me? There are thousonds of others, but you have chosen me. Why did you do that? I'm not perfect, I'm not that intellegent, I'm not even that good looking. But still you have chosen me. And all I can do is ask. spotta/01",173,173,1.0,0.5579,"feel, make, life, day, die, live, give, thing, find, cry","['evil', 'rise', 'againtime', 'final', 'try', 'find', 'foe', 'realize', 'selfthey', 'try', 'blame', 'melt', 'confirm', 'nuclear', 'strikefor', 'imagine', 'enemy', 'middle', 'eastthe', 'poor', 'people', 'poor', 'countriesrun', 'shelter', 'live', 'one', 'survive', 'madnessno', 'remainsthe', 'sealevel', 'reach', 'government', 'shockedthey', 'blame', 'go', 'war', 'european', 'country', 'cower', 'government', 'give', 'hopeand', 'nuke', 'rest', 'earth', 'nowhere', 'itcuz', 'death', 'save', 'first']"
,31. jan 2001,,"Amasing things are happening. I see everything twitching around What is happening? I didn't do this… The eyes of the wich are watching, and waiting, they are waiting for the right moment. You will never leave when your alife. You can't your stuck, You're stuck in the time of magic… These things didn't happen this isn't right Why are you doing this? Help me. leave me alone I didn't do anything please… You will be punished for what you have done to us nothing can help you. You will die soon you will be betraied like you betraied us… I didn't betraied you. I don't know you why are you doing this? I didn't kill you I didn't even touch you I don't know nothing… The end is near you have nowhere to go you're stuck you can't leave now you're dead… What are you talking about? I'm not dead I'm still alive I didn't do anything I'm not dead I'm alife… You're woice and our's have connected. You are one of us. You're not afraid anymore. We belong to you, like you belong to us. How can we help… You can't help me, I'm one of you, I'm not afraid. My time has ended, take me in your armes… We take you as you like, You're safe right now, You're one of us now. You're one of the demonds, one of the demonds in the spirit-tree. You… are… one… of…. us…. spotta/01",174,174,0.0,0.5319,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['helgithere', 'thunder', 'soul', 'know', 'eye', 'cry', 'know', 'take', 'lifeand', 'know', 'friend', 'leave', 'note', 'meyou', 'write', 'answer', 'free', 'free', 'darkness', 'free', 'painfree', 'lie', 'explain', 'see', 'friend', 'side', 'go', 'pride', 'wrong', 'righthow', 'far', 'go', 'see', 'light']"
,30. jan 2001,,"You're the one for me, why can't you see, that I like you so much. You can make me cry, you can hurt me so bad, you can make me so mad, you can make me laugh, you can make me smile. Why can't you see, why are you so stupid. I love you you idiot please just say you love me to. spotta/'01",175,175,0.0,0.5246,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['mystical', 'hurtsuch', 'innocent', 'human', 'can', 'understandand', 'think', 'never', 'willthese', 'word', 'come', 'mouthi', 'look', 'sun', 'see', 'never', 'see', 'beautiful', 'life']"
,26. jan 2001,,"Have you ever wondered how the life goes. Where will you be after 10 years and how will you be. I'm wondering, I'm wondering how my life is and how it will be after 10 years. I can see you standing beside me and our little children we have two of the you know a boy and a little girl The boy is just like you, so cute with your eyes and my smile, You're gonna be mine and I don't have to wonder anymore Cause I will have you by my side and I will love you like I love you today and you will love me to I know you will Cause you love me already you just don't know it yet. But you will find out and when that day comes my dreams will come true I love you from the bottom of my heart and someday I hope that you will fall in love with me to… spotta/01",176,176,0.0,0.5357,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['prayer', 'wind', 'whisper', 'angel', 'far', 'call', 'fair', 'raven', 'friend', 'fly', 'high', 'free', 'give', 'prayer', 'angel', 'far', 'ask', 'give', 'good', 'life', 'cause', 'far']"
, 3. jan 2001,,"I have a problem and that problem is you. I want us to be friends But I like you to much. You tell me you like me But I don't know if it's true Cause you've got a girlfriend and that's not me. You're girlfriend is the mother of your children, and you can't leave her because of them. So I want us to be friends But still I'd want you to be mine. I'd like to have you near me all the time But that's not possible. I like you a lot I think I could do anything for you I don't care if you'r just using me Cause I think I love you. But I'm never gonna tell you that Cause I don't want to get you in a difficult position. So that's why we're only going to be friends. And I hope that maybe, just maybe one day You'll fall in love with me to. spotta/okt 2000",177,177,0.0,0.5125,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['sensefor', 'create', 'stir', 'add', 'flavourmoving', 'bottom', 'end', 'upa', 'stale', 'remaintsof', 'untaken', 'chance']"
, 4. des 2000,,"I'm always wondering, do you love me? Do you like me? Are you just using me? Why do you like me? Is it because of me? Or is it my body? Even though you're always telling me that you love me, that you need me, I'm still not sure. Then you come home. You walk to me, kiss me and tells me that you love me. Then I'm sure. There is no doubt in my mind. I love you and I always will. spotta/00",178,178,0.0,0.5362,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['little', 'shieldthere', 'girl', 'alotdoe', 'see', 'dotshe', 'cute', 'little', 'dove', 'want', 'show', 'love', 'scare', 'nervous', 'guyi', 'want', 'tell', 'shydoe', 'want', 'want', 'love', 'write', 'see', 'want', 'know', 'girl', 'rather', 'short', 'show', 'really', 'see', 'fall', 'heart']"
,30. nóv 2000,,"What is this thing? I don't know but you never knot it's there until it's to late. At first you don't like it, how this feeling grows every day. And every time you see him you do something embarissing. Finally you know it. It's unstoppable. It just grows, if you try to stop it. You decide to tell him. When She sees him He walks to her and say's: I'm in love with you. I needed to tell you. I need to know your feelings. She didn't do anything at first. She was so surprised. Then she kissed him. A long kiss… Full of passion… Full of love… spotta/00",179,179,0.0,0.5035,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['girl', 'eye', 'spiesthat', 'make', 'mind', 'unfurl', 'break', 'blind', 'curl', 'open', 'girl', 'outspoken', 'matter', 'fact', 'fact', 'crack', 'wheeling', 'deal', 'tat', 'take', 'girl', 'pride', 'bullshit', 'follow', 'steal', 'time', 'empty', 'space', 'smile', 'race', 'rational', 'thinking', 'lose', 'placeand', 'blink', 'tracemy', 'vision', 'division', 'real', 'notconcealed', 'bow', 'grace', 'girl', 'eye', 'thought', 'head', 'case']"
28.0,14. júl 2007,kvenmaður,"I‘m an expert at acting asleeptrained to breath in deepAll these nights I‘ve laid alonelistening to the others sleepy moansYou've condemned me to a dream-filled sleepmaking me learn secrets I cannot keeplet my mind be filled with darkstop scarring me, don‘t leave a markAs my mind derails down memory lanehalf-asleep I remember those daysdays of desperation and drained energyyears of wishing I could break freeI was brought up by rage and fearhe pops a pill and the sky‘s are clearKeeping this secret is keeping meI'm a hostage in my own headFor I cannot tell anyone the way it makes me really feel. ""Reading is one form of escape. Running for your life is another.""",180,180,1.0,0.5484,"feel, make, life, day, die, live, give, thing, find, cry","['like', 'take', 'bathyou', 'like', 'kiss', 'downyou', 'like', 'throw', 'bed', 'like', 'force', 'remember', 'smile', 'take', 'bathi', 'remember', 'smile', 'downi', 'remember', 'smile', 'throw', 'bedi', 'remember', 'smile', 'force', 'remember', 'smile', 'come', 'year', 'feel', 'real', 'wish', 'would', 'never', 'happenedbut', 'still', 'remember', 'smile', 'dad']"
,18. mar 2007,,"This is our songyou said.You were amazed by meand offered me happinesswrapped up in a boxand tied with a yellow bow.You would whisper those sweet nothingsand I belived you.————————————————I am blinded by the sunwhen I look at you.You glow like an angeland your touch feels like summerand your eyes twinkle when you laugh.You catch my eyeas you take her in your armsand the sun disappears behind clouds.————————————————-For you, I would squeeze the light out of starsand watch as you bathed in itfor you I would fetch the moonand show you it is as cheesyas a love song by someonewho will never love anyoneas much as I love you.————————————————-The little drives we tookwith stops to kiss andrealize no one can ever love like we love.The walks we took, when we never said anythingjust one lookand we were rolling around naked in the grass.The movies we watchedwithout seeing a single thingbut each other.The last time I saw you,I saw the hope in your eyes.I'm sorry.",181,181,1.0,0.5341,"feel, make, life, day, die, live, give, thing, find, cry","['good', 'friend', 'pay', 'right', 'assand', 'ride', 'first', 'classnightly', 'beat', 'wifedaily', 'get', 'kneesbeg', 'kindly', 'stayne', 'baby']"
,26. okt 2002,,"I am so dirty on the insideI feel nothing but my hateMy sweet, you try so hard to save meMy love, it's 15 years to late.My bloody eyes shine in the darknessof my soul, my destiny to dieMy sweet, you'd say that you would miss meMy love, I know you'd only lie.I am so dirty on the insideMy mind, my soul, all covered up in dirtMy sweet, if you knew the pain I go throughMy love, if you knew how life can hurt.",182,182,0.0,0.5318,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['lyrical', 'flow', 'know', 'corner', 'throw', 'word', 'air', 'care', 'daredevil', 'take', 'dare', 'rhyme', 'overflow', 'nickle', 'dime', 'fill', 'pocket', 'shoot', 'rocket', 'think', 'unseen', 'catch', 'dream', 'beat', 'feat', 'seamless', 'address', 'borrow', 'ear', 'burrie', 'fearsdissipate', 'evapourate', 'new', 'fate', 'await', 'sedate', 'evaluate', 'state', 'mind', 'cause', 'paper', 'throught', 'sometimes', 'unkind', 'sentence', 'fence', 'border', 'sence', 'word', 'fly', 'level', 'unruly', 'devil', 'flame', 'never', 'tame', 'truly', 'slam', 'get', 'game', 'get', 'game', 'get', 'game']"
,29. mar 2002,,"When I close my eyes, I dream of deathdeath, my dear, come and get mein agony I cuddle upall this hatred, all I see.Crying, hating, killing timekill myself, that is the big plangetting closer, giving upgiving life up,oh, if I can.Blood all over, in my lifeeverything I see is dyingI know it's going, my gift of lifegoing, while i sit here crying.In death I lived, my life was nothinglooking good, well, that wasn't me. :)",183,183,0.0,0.5178,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['take', 'turn', 'seethe', 'fear', 'get', 'touchedand', 'fear', 'get', 'muchit', 'hard', 'breathit', 'hard', 'way', 'freeaway', 'burn', 'loveand', 'wonder', 'take', 'accept', 'dancebut', 'perhapsif', 'know', 'feel', 'call', 'lovewill', 'set', 'freeand', 'make', 'believethat', 'person', 'hold', 'love', 'youwill', 'help', 'never', 'get', 'old', 'saythe', 'word', 'nee', 'hear', 'send', 'message', 'heartlike', 'love', 'right', 'startand', 'feeling', 'never', 'tiredbecause', 'shot', 'would', 'feel', 'long', 'cause', 'would', 'meet', 'even', 'amongall', 'angel', 'alongi', 'would', 'find', 'endcause', 'stand', 'arm', 'hold', 'kiss', 'warmth', 'memoriesthat', 'body']"
